mode,radius,target_source_snr,arm,method,sites,threshold,recoveries,mean_search_snr,median_search_snr,mean_center_snr,mean_localization_error_pixels,median_relative_contrast_error,relative_contrast_error_scatter,mean_positive_minus_baseline_throughput
125,7.5,7.0,frozen,radial_hann_m0p1_clip0p75,6,2.157985210418701,6,7.349759419759114,7.048428058624268,7.177506526311238,0.5,-0.0009847961467167841,0.12103065274863098,0.9452349917339737
125,7.5,7.0,frozen,radial_hann_m0p1_clip1p0,6,2.1664199829101562,6,7.379626353581746,7.039645433425903,7.203612724939982,0.5,-0.0069640302470647605,0.12144432773802312,0.9455768444351419
125,7.5,7.0,frozen,radial_hann_m0p1_trunc0p5,6,2.0346367359161377,6,7.191831747690837,6.860085964202881,7.0536119143168134,0.3333333333333333,-0.004918254821946792,0.1279293658515662,0.9457185358823379
125,7.5,7.0,frozen,radial_hann_m0p1_trunc0p75,6,2.1617302894592285,6,7.509496212005615,7.083534240722656,7.29663332303365,0.5,-0.020538190414369314,0.1191091422677937,0.9463520233742031
125,7.5,7.0,frozen,radial_hann_m0p1_trunc1p0,6,2.228389024734497,6,7.409801880518596,6.9700093269348145,7.172086238861084,0.5,-0.031193616649435853,0.12460346460105555,0.9468665745064854
125,7.5,7.0,refit,raw_rectangular_m0p3,6,2.2392499446868896,6,7.3787533442179365,6.979099988937378,7.254319429397583,0.5,-0.0077891026999220795,0.12025411242260825,0.9450351995529999
125,7.5,7.0,refit,radial_hann_m0p1_full,6,2.3741681575775146,6,7.3052552541097,6.928248882293701,7.129662831624349,0.3333333333333333,0.0001519004458778242,0.10335928445613074,0.9401335451222272
125,7.5,7.0,refit,radial_hann_m0p1_clip0p5,6,2.22940993309021,6,7.27573283513387,6.993489503860474,7.1252830028533936,0.3333333333333333,0.0001021481755069803,0.11271373230582106,0.9416196415556661
125,7.5,7.0,refit,radial_hann_m0p1_clip0p75,6,2.157985210418701,6,7.305176178614299,7.030237674713135,7.162957270940145,0.3333333333333333,-0.00303942314183845,0.11483206197274791,0.9422747242642613
125,7.5,7.0,refit,radial_hann_m0p1_clip1p0,6,2.1664199829101562,6,7.330477317174275,7.020882606506348,7.191897789637248,0.5,-0.008935301190481335,0.1155725196260605,0.9430248090107076
